Candidato,Setorial,Estado,Situação,Votos
THIAGO MOURA CARNEIRO (Thiago Moura Carneiro) ,Teatro ,GO ,Habilitado ,18
TIAGO DA COSTA SILVA (Tiago Tabatelle) ,Teatro ,BA ,Habilitado ,44
TICIANE SIMOES DOS SANTOS (TICIANE SIMOES) ,Teatro ,AL ,Eleito ,32
VALBER ALMEIDA DE MATOS (VALBER MATOS) ,Teatro ,PB ,Eleito ,102
VANDERLEI SERAFIN ANTUNES (JEWAN ANTUNES) ,Teatro ,PR ,Eleito ,166
VANESSIA GOMES DOS SANTOS (Vanéssia Gomes dos Santos) ,Teatro ,CE ,Habilitado ,1
WECSLEY DA CUNHA NEPOMUCENO (Wecsley da Cunha Nepomuceno) ,Teatro ,RN ,Habilitado ,9
WELLINGTON DA SILVA ANTONIO (WELLINGTON DA SILVA ANTÔNIO) ,Teatro ,CE ,Eleito ,22
WILISMAR ARAUJO DA SILVA (wilis araújo) ,Teatro ,DF ,Habilitado ,6
YGOR FIORI (Ygor Fiori) ,Teatro ,SP ,Habilitado ,35
ZEUDIMAR BARBOSA DE SOUZA (Zeudi Souza) ,Teatro ,AM ,Habilitado ,7
